"module name","license","repository"
"@babel/plugin-transform-shorthand-properties@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.28.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.28.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/preset-react@7.28.5","MIT","https://github.com/babel/babel"
"@babel/preset-typescript@7.28.5","MIT","https://github.com/babel/babel"
"@babel/runtime@7.29.2","MIT","https://github.com/babel/babel"
"@babel/template@7.28.6","MIT","https://github.com/babel/babel"
"@babel/traverse@7.29.0","MIT","https://github.com/babel/babel"
"@babel/types@7.29.0","MIT","https://github.com/babel/babel"
"@egjs/hammerjs@2.0.17","MIT","https://github.com/naver/hammer.js"
"@expo/cli@54.0.24","MIT","https://github.com/expo/expo"
"@expo/code-signing-certificates@0.0.6","MIT","https://github.com/expo/code-signing-certificates"
"@expo/config-plugins@54.0.4","MIT","https://github.com/expo/expo"
"@expo/config-types@54.0.10","MIT","https://github.com/expo/expo"
"@expo/config@12.0.13","MIT","https://github.com/expo/expo"
"@expo/devcert@1.2.1","MIT","https://github.com/expo/devcert"
"@expo/devtools@0.1.8","MIT","https://github.com/expo/expo"
"@expo/env@2.0.11","MIT","https://github.com/expo/expo"
"@expo/fingerprint@0.15.5","MIT","https://github.com/expo/expo"
"@expo/image-utils@0.8.14","MIT","https://github.com/expo/expo"
"@expo/json-file@10.0.14","MIT","https://github.com/expo/expo"
"@expo/metro-config@54.0.15","MIT","https://github.com/expo/expo"
"@expo/metro-runtime@6.1.2","MIT","https://github.com/expo/expo"
"@expo/metro@54.2.0","MIT","https://github.com/expo/expo-metro"
"@expo/osascript@2.4.3","MIT","https://github.com/expo/expo"
"@expo/package-manager@1.10.5","MIT","https://github.com/expo/expo"
"@expo/plist@0.4.8","MIT","https://github.com/expo/expo"
"@expo/prebuild-config@54.0.8","MIT","https://github.com/expo/expo"
"@expo/require-utils@55.0.5","MIT","https://github.com/expo/expo"
"@expo/schema-utils@0.1.8","MIT","https://github.com/expo/expo"
"@expo/sdk-runtime-versions@1.0.0","MIT",""
"@expo/spawn-async@1.7.2","MIT","https://github.com/expo/spawn-async"
"@expo/sudo-prompt@9.3.2","MIT","https://github.com/expo/sudo-prompt"
"@expo/vector-icons@15.1.1","MIT","https://github.com/expo/vector-icons"
"@expo/ws-tunnel@1.0.6","MIT",""
"@expo/xcpretty@4.4.4","BSD-3-Clause","https://github.com/expo/expo-cli"
"@firebase/ai@2.9.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/analytics-compat@0.2.26","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/analytics-types@0.8.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/analytics@0.10.20","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-compat@0.4.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-interop-types@0.3.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-types@0.5.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check@0.11.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-compat@0.5.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-types@0.9.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app@0.14.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-compat@0.6.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-interop-types@0.2.4","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-types@0.13.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth@1.12.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/component@0.7.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/data-connect@0.4.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database-compat@2.1.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database-types@1.0.17","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database@1.1.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore-compat@0.4.6","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore-types@3.0.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore@4.12.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions-compat@0.4.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions-types@0.6.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions@0.13.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations-compat@0.2.20","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations-types@0.5.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations@0.6.20","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/logger@0.5.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging-compat@0.2.24","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging-interop-types@0.2.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging@0.12.24","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance-compat@0.2.23","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance-types@0.2.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance@0.7.10","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config-compat@0.2.22","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config-types@0.5.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config@0.8.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage-compat@0.4.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage-types@0.8.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage@0.14.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/util@1.14.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/webchannel-wrapper@1.0.5","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@grpc/grpc-js@1.9.15","Apache-2.0","https://github.com/grpc/grpc-node/tree/master/packages/grpc-js"
"@grpc/proto-loader@0.7.15","Apache-2.0","https://github.com/grpc/grpc-node"
"@isaacs/fs-minipass@4.0.1","ISC","https://github.com/npm/fs-minipass"
"@isaacs/ttlcache@1.4.1","ISC","https://github.com/isaacs/ttlcache"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.6","MIT","https://github.com/istanbuljs/schema"
"@jest/create-cache-key-function@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/environment@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/schemas@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/transform@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/types@29.6.3","MIT","https://github.com/jestjs/jest"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/source-map@0.3.11","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.5","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.1","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.1","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@radix-ui/primitive@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collection@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-compose-refs@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dialog@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-direction@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dismissable-layer@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-guards@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-scope@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-id@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-portal@1.1.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-roving-focus@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.0","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tabs@1.1.13","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-callback-ref@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-controllable-state@1.2.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-effect-event@0.0.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-escape-keydown@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-layout-effect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@react-native-community/datetimepicker@8.4.4","MIT","https://github.com/react-native-community/datetimepicker"
"@react-native-firebase/app-check@24.0.0","Apache-2.0","https://github.com/invertase/react-native-firebase/tree/main/packages/app-check"
"@react-native-firebase/app@24.0.0","Apache-2.0","https://github.com/invertase/react-native-firebase/tree/main/packages/app"
"@react-native-firebase/auth@24.0.0","Apache-2.0","https://github.com/invertase/react-native-firebase/tree/main/packages/auth"
"@react-native-firebase/firestore@24.0.0","Apache-2.0","https://github.com/invertase/react-native-firebase/tree/main/packages/firestore"
"@react-native/assets-registry@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/babel-plugin-codegen@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/babel-preset@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/codegen@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/community-cli-plugin@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/debugger-frontend@0.81.5","BSD-3-Clause","https://github.com/facebook/react-native"
"@react-native/dev-middleware@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/gradle-plugin@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/js-polyfills@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/normalize-colors@0.74.89","MIT","https://github.com/facebook/react-native"
"@react-native/normalize-colors@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/virtualized-lists@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-navigation/bottom-tabs@7.15.13","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/core@7.17.4","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/elements@2.9.17","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/native-stack@7.14.14","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/native@7.2.4","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/routers@7.5.5","MIT","https://github.com/react-navigation/react-navigation"
"@sinclair/typebox@0.27.10","MIT","https://github.com/sinclairzx81/typebox-legacy"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hammerjs@2.0.46","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@25.6.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.1.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ungap/structured-clone@1.3.1","ISC","https://github.com/ungap/structured-clone"
"@urql/core@5.2.0","MIT","https://github.com/urql-graphql/urql"
"@urql/exchange-retry@1.3.2","MIT","https://github.com/urql-graphql/urql"
"@xmldom/xmldom@0.8.13","MIT","https://github.com/xmldom/xmldom"
"@xmldom/xmldom@0.9.10","MIT","https://github.com/xmldom/xmldom"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"acorn@8.16.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv@8.20.0","MIT","https://github.com/ajv-validator/ajv"
"anser@1.4.10","MIT","https://github.com/IonicaBizau/anser"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@4.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-hidden@1.2.6","MIT","https://github.com/theKashey/aria-hidden"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-plugin-polyfill-corejs2@0.4.17","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.13.0","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.6.8","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-react-compiler@1.0.0","MIT","https://github.com/facebook/react"
"babel-plugin-react-native-web@0.21.2","MIT","https://github.com/necolas/react-native-web"
"babel-plugin-syntax-hermes-parser@0.29.1","MIT","https://github.com/facebook/hermes"
"babel-plugin-transform-flow-enums@0.0.2","MIT","https://github.com/facebook/flow"
"babel-preset-current-node-syntax@1.2.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-expo@54.0.10","MIT","https://github.com/expo/expo"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"baseline-browser-mapping@2.10.29","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js"
"bplist-creator@0.1.0","MIT","https://github.com/nearinfinity/node-bplist-creator"
"bplist-parser@0.3.1","MIT","https://github.com/nearinfinity/node-bplist-parser"
"brace-expansion@1.1.14","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.1.0","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@5.0.6","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.2","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001792","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"chrome-launcher@0.15.2","Apache-2.0","https://github.com/GoogleChrome/chrome-launcher"
"chromium-edge-launcher@0.2.0","Apache-2.0","https://github.com/cezaraugusto/chromium-edge-launcher"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"client-only@0.0.1","MIT",""
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@4.2.3","MIT","https://github.com/Qix-/color"
"commander@12.1.0","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.8.1","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js-compat@3.49.0","MIT","https://github.com/zloirock/core-js"
